"Object","Close-Approach (CA) Date","CA DistanceNominal (au)","CA DistanceMinimum (au)","V relative(km/s)","V infinity(km/s)","H(mag)","Diameter","Rarity"
"(2023 RG9)","2023-Sep-11 23:53 ± < 00:01","0.03820","0.03794","5.68","5.67","25.8","19 m -   42 m","0"
"(2023 SH)","2023-Sep-12 05:20 ±    00:04","0.01198","0.01189","8.46","8.43","27.5","8.3 m -   19 m","0"
"(2023 RC1)","2023-Sep-12 05:55 ± < 00:01","0.00805","0.00803","5.07","5.01","28.8","4.7 m -   10 m","0"
"(2020 RT2)","2023-Sep-12 06:29 ± 1_07:53","0.02814","0.01289","10.03","10.02","28.2","6.0 m -   13 m","0"
"(2023 RO1)","2023-Sep-12 07:35 ± < 00:01","0.01678","0.01669","12.41","12.40","26.1","16 m -   36 m","0"
"(2023 SB3)","2023-Sep-12 22:45 ±    00:05","0.02926","0.02884","8.29","8.28","27.3","9.1 m -   20 m","0"
"(2023 RR)","2023-Sep-13 02:49 ±    00:03","0.04452","0.04407","21.16","21.16","24.3","36 m -   81 m","0"
"(2023 RH2)","2023-Sep-13 04:34 ± < 00:01","0.02901","0.02844","21.47","21.47","24.0","43 m -   96 m","0"
"(2023 SS4)","2023-Sep-13 08:51 ±    00:06","0.01241","0.01231","11.82","11.80","27.1","10 m -   23 m","0"
"(2023 SV1)","2023-Sep-13 11:07 ±    00:05","0.01607","0.01599","19.69","19.69","24.1","40 m -   89 m","1"
"(2023 RE4)","2023-Sep-13 11:17 ± < 00:01","0.02449","0.02436","8.84","8.83","26.8","11 m -   26 m","0"
"(2023 SE)","2023-Sep-13 11:26 ± < 00:01","0.02232","0.02224","13.59","13.58","25.8","18 m -   41 m","0"
"(2023 RR5)","2023-Sep-13 13:11 ± < 00:01","0.00139","0.00139","13.79","13.65","28.8","4.7 m -   11 m","0"
"(2023 SL1)","2023-Sep-13 16:30 ± < 00:01","0.01425","0.01418","13.77","13.75","25.6","21 m -   46 m","0"
"(2023 RC4)","2023-Sep-13 18:32 ± < 00:01","0.03350","0.03334","7.58","7.57","26.6","13 m -   29 m","0"
"(2023 SG)","2023-Sep-13 20:38 ±    00:02","0.02515","0.02502","8.44","8.42","26.6","13 m -   28 m","0"
"(2023 RA10)","2023-Sep-14 06:27 ± < 00:01","0.00888","0.00886","4.24","4.17","28.8","4.6 m -   10 m","0"
"(2023 RZ7)","2023-Sep-14 11:26 ± < 00:01","0.02531","0.02523","11.89","11.88","23.9","44 m -   98 m","0"
"(2023 RL6)","2023-Sep-14 12:13 ± < 00:01","0.02195","0.02191","9.17","9.15","25.7","19 m -   43 m","0"
"(2023 SS5)","2023-Sep-14 13:57 ±    05:59","0.00857","0.00755","9.97","9.94","28.3","5.9 m -   13 m","0"
"(2023 SV7)","2023-Sep-14 14:46 ±    00:02","0.01138","0.01136","2.25","2.15","28.9","4.4 m -  9.7 m","0"
"(2023 RE5)","2023-Sep-14 15:42 ± < 00:01","0.00589","0.00586","13.62","13.59","27.3","9.3 m -   21 m","0"
"(2023 SA4)","2023-Sep-14 16:40 ±    00:12","0.03353","0.03313","4.10","4.08","27.3","9.3 m -   21 m","0"
"(2023 SL4)","2023-Sep-14 17:20 ±    00:02","0.01345","0.01334","7.01","6.98","26.8","12 m -   27 m","0"
"(2023 SP)","2023-Sep-14 21:28 ± < 00:01","0.00579","0.00577","13.96","13.93","26.7","12 m -   27 m","0"
"(2023 RZ9)","2023-Sep-15 01:11 ± < 00:01","0.03345","0.03332","5.79","5.77","26.9","11 m -   25 m","0"
"(2023 SF)","2023-Sep-15 02:39 ± < 00:01","0.03811","0.03787","7.92","7.91","25.7","19 m -   42 m","0"
"(2023 SK4)","2023-Sep-15 06:17 ± < 00:01","0.03091","0.03075","11.66","11.65","24.9","28 m -   62 m","0"
"(2023 SB)","2023-Sep-15 09:05 ± < 00:01","0.01731","0.01726","6.28","6.26","27.0","11 m -   24 m","0"
"(2023 RO2)","2023-Sep-15 11:37 ±    00:01","0.01780","0.01770","6.05","6.02","27.8","7.4 m -   17 m","0"
"(2023 SJ4)","2023-Sep-15 15:33 ±    00:02","0.02351","0.02340","12.35","12.34","25.3","23 m -   51 m","0"
"(2023 SO4)","2023-Sep-16 07:06 ± < 00:01","0.02339","0.02320","6.01","5.99","27.5","8.3 m -   19 m","0"
"(2016 LY48)","2023-Sep-16 08:32 ± < 00:01","0.01287","0.01287","10.83","10.81","22.9","71 m -  160 m","1"
"(2023 SR5)","2023-Sep-16 12:23 ±    00:12","0.00117","0.00116","9.35","9.10","28.7","4.9 m -   11 m","0"
"(2023 SR2)","2023-Sep-16 13:07 ±    00:04","0.00765","0.00760","9.07","9.03","27.1","10 m -   23 m","0"
"(2023 RY7)","2023-Sep-16 14:22 ± < 00:01","0.03515","0.03502","11.15","11.14","25.5","21 m -   46 m","0"
"(2023 SX)","2023-Sep-16 14:30 ±    00:02","0.03135","0.03119","7.71","7.70","26.5","13 m -   29 m","0"
"(2023 RM5)","2023-Sep-16 18:19 ± < 00:01","0.02950","0.02939","9.45","9.44","26.5","14 m -   30 m","0"
"(2023 RB15)","2023-Sep-16 20:43 ± < 00:01","0.03748","0.03688","8.33","8.32","26.0","17 m -   38 m","0"
"(2023 RG13)","2023-Sep-16 20:50 ± < 00:01","0.03243","0.03236","7.00","6.99","24.5","34 m -   76 m","0"
"(2023 SU4)","2023-Sep-16 22:29 ± < 00:01","0.02157","0.02146","10.87","10.85","27.3","9.1 m -   20 m","0"
"(2023 RQ9)","2023-Sep-16 23:11 ±    00:05","0.02688","0.02670","7.66","7.65","25.8","19 m -   42 m","0"
"(2023 SA)","2023-Sep-17 00:51 ±    00:04","0.02101","0.02090","14.70","14.69","26.9","11 m -   25 m","0"
"(2023 RD13)","2023-Sep-17 03:43 ± < 00:01","0.02326","0.02322","4.87","4.84","26.6","12 m -   28 m","0"
"(2023 RH11)","2023-Sep-17 05:48 ± < 00:01","0.00912","0.00910","14.30","14.28","26.6","13 m -   29 m","0"
"(2023 SF4)","2023-Sep-17 10:57 ±    00:02","0.00771","0.00769","7.53","7.49","27.5","8.4 m -   19 m","0"
"(2023 SY)","2023-Sep-17 14:33 ± < 00:01","0.03380","0.03361","11.22","11.21","25.2","24 m -   54 m","0"
"(2023 RJ11)","2023-Sep-17 14:47 ± < 00:01","0.03826","0.03813","6.78","6.77","26.1","16 m -   35 m","0"
"(2023 SZ5)","2023-Sep-17 15:59 ± < 00:01","0.02570","0.02546","8.40","8.39","26.9","11 m -   25 m","0"
"(2023 RO9)","2023-Sep-17 19:48 ±    00:01","0.03378","0.03366","12.28","12.28","25.9","18 m -   40 m","0"
"(2023 SZ2)","2023-Sep-18 00:19 ±    00:17","0.01799","0.01789","2.76","2.70","28.8","4.6 m -   10 m","0"
"(2023 SQ)","2023-Sep-18 03:03 ± < 00:01","0.00576","0.00575","6.08","6.00","25.0","26 m -   59 m","1"
"(2023 SZ3)","2023-Sep-18 04:32 ± < 00:01","0.02915","0.02878","10.69","10.69","23.9","43 m -   96 m","0"
"(2010 TE)","2023-Sep-18 05:04 ± < 00:01","0.02510","0.02510","5.63","5.61","26.1","16 m -   36 m","0"
"(2023 RV7)","2023-Sep-18 10:55 ± < 00:01","0.02744","0.02723","19.87","19.87","25.1","25 m -   56 m","0"
"(2023 RV9)","2023-Sep-18 11:38 ± < 00:01","0.02588","0.02580","7.19","7.17","24.9","28 m -   63 m","0"
"(2023 SC2)","2023-Sep-18 14:52 ± < 00:01","0.00116","0.00116","18.46","18.34","29.3","3.7 m -  8.2 m","0"
"(2023 SU1)","2023-Sep-18 17:31 ±    00:02","0.04356","0.04333","6.80","6.80","25.8","18 m -   41 m","0"
"(2023 RE15)","2023-Sep-18 21:19 ±    00:47","0.04108","0.04091","3.06","3.04","25.9","18 m -   40 m","0"
"(2023 RG16)","2023-Sep-18 21:52 ± < 00:01","0.00922","0.00919","11.80","11.78","26.5","13 m -   30 m","0"
"(2023 SS6)","2023-Sep-19 11:56 ± < 00:01","0.01820","0.01815","10.13","10.11","25.4","22 m -   49 m","0"
"(2023 SN11)","2023-Sep-19 12:21 ± < 00:01","0.04398","0.04378","20.81","20.81","23.8","47 m -  100 m","0"
"(2023 SB1)","2023-Sep-19 18:43 ± < 00:01","0.00312","0.00312","15.88","15.83","28.3","5.9 m -   13 m","0"
"(2023 RF13)","2023-Sep-19 18:56 ± < 00:01","0.02692","0.02689","7.17","7.15","25.3","23 m -   52 m","0"
"(2023 RK3)","2023-Sep-19 20:21 ± < 00:01","0.04803","0.04785","9.56","9.56","24.8","29 m -   65 m","0"
"(2023 SL43)","2023-Sep-19 20:49 ±    00:03","0.02614","0.02579","21.71","21.70","25.7","19 m -   43 m","0"
"(2023 SF3)","2023-Sep-20 04:18 ± < 00:01","0.02023","0.02017","16.89","16.89","24.5","33 m -   73 m","0"
"(2023 RV15)","2023-Sep-20 05:23 ± < 00:01","0.03307","0.03283","14.50","14.49","25.3","24 m -   53 m","0"
"(2023 RV12)","2023-Sep-20 06:37 ± < 00:01","0.02291","0.02286","6.64","6.62","26.2","15 m -   34 m","0"
"(2023 SN1)","2023-Sep-20 07:42 ± < 00:01","0.00222","0.00222","16.20","16.12","29.3","3.6 m -  8.1 m","0"
"(2023 SL5)","2023-Sep-20 07:53 ±    00:03","0.00035","0.00035","13.89","13.33","28.8","4.6 m -   10 m","1"
"(2023 RP9)","2023-Sep-20 08:31 ± < 00:01","0.00589","0.00588","13.23","13.20","25.5","21 m -   48 m","1"
"(2023 RA8)","2023-Sep-20 10:08 ± < 00:01","0.03972","0.03958","6.59","6.58","25.6","20 m -   45 m","0"
"(2023 UG)","2023-Sep-20 11:10 ± < 00:01","0.03012","0.03003","4.15","4.13","26.6","13 m -   29 m","0"
"(2023 SB7)","2023-Sep-20 12:28 ± < 00:01","0.02667","0.02652","6.65","6.63","26.3","14 m -   32 m","0"
"(2023 SP4)","2023-Sep-20 22:48 ± < 00:01","0.03345","0.03318","7.24","7.22","25.7","19 m -   42 m","0"
"(2023 ST)","2023-Sep-21 01:39 ± < 00:01","0.00547","0.00544","22.98","22.96","26.1","16 m -   36 m","0"
"(2023 SR4)","2023-Sep-21 05:36 ±    00:19","0.04773","0.04716","6.22","6.21","26.4","14 m -   31 m","0"
"(2023 SQ5)","2023-Sep-21 08:07 ± < 00:01","0.02057","0.02051","12.34","12.33","25.0","27 m -   59 m","0"
"(2023 SW)","2023-Sep-21 09:51 ± < 00:01","0.00514","0.00513","12.29","12.25","27.0","11 m -   24 m","0"
"(2023 SJ)","2023-Sep-21 11:23 ± < 00:01","0.04328","0.04302","16.49","16.49","24.2","38 m -   85 m","0"
"(2023 SP5)","2023-Sep-21 17:02 ± < 00:01","0.01807","0.01804","7.63","7.61","25.6","20 m -   45 m","0"
